"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"2135","2","53","average","foreign","in a small city or town (under 50,000)","84.2","iap","four","both own mother and father",53,2,84.2,NA
"2136","1","43","below average","south atlantic","in a suburb near a large city","32","31.1","none","mother and stepfather",43,1,32,31.1
"2137","4","54","average","south atlantic","in a medium-size city (50,000-250,000)","39.7","iap","two","both own mother and father",54,4,39.7,NA
"2138","3","35","average","south atlantic","in a suburb near a large city","23.3","iap","one","other",35,3,23.3,NA
"2139","3","56","average","south atlantic","in open country but not on a farm","50.4","37.6","none","mother and stepfather",56,3,50.4,37.6
"2140","2","77","average","south atlantic","in a suburb near a large city","69.3","38.8","two","mother and stepfather",77,2,69.3,38.8
"2141","6","73","far below average","east south atlantic","farm","59","46.5","none","both own mother and father",73,6,59,46.5
"2142","9","71","far below average","south atlantic","in open country but not on a farm","32","14","none","both own mother and father",71,9,32,14
"2143","1","68","above average","pacific","farm","85.2","27","two","both own mother and father",68,1,85.2,27
"2144","1","69","below average","south atlantic","farm","14","38.1","none","both own mother and father",69,1,14,38.1
"2145","2","34","average","south atlantic","in a small city or town (under 50,000)","iap","21","none","some other female relative (no male head)",34,2,NA,21
"2146","2","54","below average","south atlantic","in a small city or town (under 50,000)","iap","24.2","none","mother only",54,2,NA,24.2
"2147","4","30","above average","south atlantic","in a small city or town (under 50,000)","20.7","21.8","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",30,4,20.7,21.8
"2148","6","72","far below average","middle atlantic","farm","39.9","iap","iap","both own mother and father",72,6,39.9,NA
"2149","5","32","above average","south atlantic","in a small city or town (under 50,000)","iap","84.2","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",32,5,NA,84.2
"2150","5","33","above average","south atlantic","in open country but not on a farm","62","25.7","none","both own mother and father",33,5,62,25.7
"2151","9","66","far below average","south atlantic","in a small city or town (under 50,000)","iap","14","iap","some other female relative (no male head)",66,9,NA,14
"2152","5","81","far below average","south atlantic","farm","39.9","46.5","none","both own mother and father",81,5,39.9,46.5
"2153","5","72","below average","middle atlantic","in a small city or town (under 50,000)","32","iap","none","both own mother and father",72,5,32,NA
"2154","1","45","average","south atlantic","in a small city or town (under 50,000)","28.7","76.3","none","both own mother and father",45,1,28.7,76.3
"2155","4","42","far below average","south atlantic","in a small city or town (under 50,000)","17.1","17.1","none","both own mother and father",42,4,17.1,17.1
"2156","4","34","above average","south atlantic","in a suburb near a large city","67.7","24.2","none","both own mother and father",34,4,67.7,24.2
"2157","5","57","above average","south atlantic","in a small city or town (under 50,000)","iap","35.8","two","mother only",57,5,NA,35.8
"2158","1","68","above average","south atlantic","in open country but not on a farm","75.5","iap","none","both own mother and father",68,1,75.5,NA
"2159","1","30","average","south atlantic","in open country but not on a farm","26.8","28.7","none","both own mother and father",30,1,26.8,28.7
"2160","4","53","far below average","south atlantic","in a small city or town (under 50,000)","iap","62.9","none","mother only",53,4,NA,62.9
"2161","3","no answer","average","middle atlantic","in open country but not on a farm","52.1","iap","none","both own mother and father",NA,3,52.1,NA
"2162","4","no answer","average","east north central","farm","iap","iap","iap","both own mother and father",NA,4,NA,NA
"2163","10","69","far below average","south atlantic","in open country but not on a farm","iap","iap","none","some other female relative (no male head)",69,10,NA,NA
"2164","3","19","average","south atlantic","in a small city or town (under 50,000)","46","iap","none","both own mother and father",19,3,46,NA
"2165","2","83","average","south atlantic","in a small city or town (under 50,000)","80.09999999999999","84.2","none","both own mother and father",83,2,80.1,84.2
"2166","1","81","average","south atlantic","in open country but not on a farm","43","37.6","none","both own mother and father",81,1,43,37.6
"2167","4","74","below average","south atlantic","in a small city or town (under 50,000)","32","21.6","none","both own mother and father",74,4,32,21.6
"2168","1","no answer","average","south atlantic","farm","60.3","80.90000000000001","none","both own mother and father",NA,1,60.3,80.9
"2169","3","62","average","south atlantic","in a small city or town (under 50,000)","48.3","32","none","both own mother and father",62,3,48.3,32
"2170","3","41","average","south atlantic","in a small city or town (under 50,000)","77.40000000000001","39.7","none","both own mother and father",41,3,77.4,39.7
"2171","1","19","above average","south atlantic","in a suburb near a large city","60.2","87.90000000000001","four","both own mother and father",19,1,60.2,87.9
"2172","1","31","above average","south atlantic","in open country but not on a farm","84.5","80.90000000000001","none","both own mother and father",31,1,84.5,80.9
"2173","1","20","above average","south atlantic","in a suburb near a large city","74.59999999999999","80.90000000000001","none","both own mother and father",20,1,74.6,80.9
"2174","1","22","far above average","foreign","in a large city (over 250,000)","79.40000000000001","iap","four","both own mother and father",22,1,79.4,NA
"2175","4","21","below average","south atlantic","in a small city or town (under 50,000)","25.2","39.7","none","mother and stepfather",21,4,25.2,39.7
"2176","5","22","average","south atlantic","in a small city or town (under 50,000)","42.9","iap","two","both own mother and father",22,5,42.9,NA
"2177","1","29","below average","south atlantic","in a small city or town (under 50,000)","59.1","38.8","none","both own mother and father",29,1,59.1,38.8
"2178","1","20","above average","south atlantic","in a suburb near a large city","43","29.4","none","both own mother and father",20,1,43,29.4
"2179","5","66","average","foreign","in a large city (over 250,000)","36.2","iap","four","both own mother and father",66,5,36.2,NA
"2180","3","53","far below average","south atlantic","in a small city or town (under 50,000)","28.4","20.1","none","mother only",53,3,28.4,20.1
"2181","2","30","below average","south atlantic","in a small city or town (under 50,000)","iap","13.6","none","mother only",30,2,NA,13.6
"2182","3","52","far below average","south atlantic","in a small city or town (under 50,000)","iap","iap","none","mother only",52,3,NA,NA
"2183","0","33","average","south atlantic","in a small city or town (under 50,000)","38.8","iap","none","mother and stepfather",33,0,38.8,NA
"2184","3","42","average","south atlantic","farm","39.9","84.2","iap","both own mother and father",42,3,39.9,84.2
"2185","4","80","above average","south atlantic","in a small city or town (under 50,000)","22.9","26.8","none","both own mother and father",80,4,22.9,26.8
"2186","2","54","below average","south atlantic","in a small city or town (under 50,000)","46","iap","none","both own mother and father",54,2,46,NA
"2187","3","56","average","south atlantic","in a small city or town (under 50,000)","82.5","80.90000000000001","none","both own mother and father",56,3,82.5,80.9
"2188","2","38","average","south atlantic","farm","59.1","45.3","none","both own mother and father",38,2,59.1,45.3
"2189","2","60","average","south atlantic","in a small city or town (under 50,000)","72.5","82.5","none","both own mother and father",60,2,72.5,82.5
"2190","1","75","average","south atlantic","in a medium-size city (50,000-250,000)","68","84.2","none","both own mother and father",75,1,68,84.2
"2191","0","41","average","south atlantic","in a medium-size city (50,000-250,000)","67.7","23.7","none","both own mother and father",41,0,67.7,23.7
"2192","2","62","below average","south atlantic","in a small city or town (under 50,000)","27.7","39.2","two","both own mother and father",62,2,27.7,39.2
"2193","3","29","average","south atlantic","in a medium-size city (50,000-250,000)","71.8","21.8","one","both own mother and father",29,3,71.8,21.8
"2194","6","82","average","south atlantic","in open country but not on a farm","42.2","iap","none","both own mother and father",82,6,42.2,NA
"2195","7","76","average","middle atlantic","in a suburb near a large city","25","35.8","none","both own mother and father",76,7,25,35.8
"2196","3","29","below average","south atlantic","in a small city or town (under 50,000)","iap","21.6","none","mother only",29,3,NA,21.6
"2197","1","28","average","south atlantic","farm","iap","92.8","none","mother only",28,1,NA,92.8
"2198","9","30","average","south atlantic","in a large city (over 250,000)","iap","35.8","none","mother only",30,9,NA,35.8
"2199","8","75","far below average","south atlantic","in a small city or town (under 50,000)","25.2","38.8","one","both own mother and father",75,8,25.2,38.8
"2200","1","64","above average","south atlantic","in open country but not on a farm","62","76.3","none","both own mother and father",64,1,62,76.3
"2201","2","81","average","south atlantic","in a small city or town (under 50,000)","23.8","26.8","none","both own mother and father",81,2,23.8,26.8
"2202","2","63","average","south atlantic","in a medium-size city (50,000-250,000)","35.8","39.7","none","both own mother and father",63,2,35.8,39.7
"2203","3","39","average","middle atlantic","farm","31.2","43","none","mother and stepfather",39,3,31.2,43
"2204","2","39","far below average","south atlantic","in open country but not on a farm","iap","28.6","none","mother only",39,2,NA,28.6
"2205","1","no answer","don't know","south atlantic","in a suburb near a large city","32","26.8","none","both own mother and father",NA,1,32,26.8
"2206","1","19","average","south atlantic","farm","39.9","84.2","none","both own mother and father",19,1,39.9,84.2
"2207","2","69","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","24.2","none","mother only",69,2,NA,24.2
"2208","3","73","below average","south atlantic","farm","14","26.8","none","both own mother and father",73,3,14,26.8
"2209","3","20","above average","south atlantic","in a small city or town (under 50,000)","14","iap","one","father and stepmother",20,3,14,NA
"2210","1","45","average","south atlantic","in a suburb near a large city","20.5","20.1","none","both own mother and father",45,1,20.5,20.1
"2211","6","38","average","south atlantic","in open country but not on a farm","14","13.6","none","mother and stepfather",38,6,14,13.6
"2212","5","78","average","south atlantic","farm","iap","iap","none","mother only",78,5,NA,NA
"2213","skipped on web","no answer","below average","south atlantic","in open country but not on a farm","iap","iap","none","both own mother and father",NA,NA,NA,NA
"2214","4","29","average","west north central","in a small city or town (under 50,000)","iap","iap","iap","both own mother and father",29,4,NA,NA
"2215","1","62","average","south atlantic","in a small city or town (under 50,000)","65.3","13.2","none","both own mother and father",62,1,65.3,13.2
"2216","1","44","average","south atlantic","farm","46.6","62.9","none","both own mother and father",44,1,46.6,62.9
"2217","0","67","average","west north central","in a suburb near a large city","iap","20.8","none","both own mother and father",67,0,NA,20.8
"2218","3","58","average","west south central","in a medium-size city (50,000-250,000)","50.4","32.6","don't know","both own mother and father",58,3,50.4,32.6
"2219","11","70","average","south atlantic","farm","39.9","iap","none","both own mother and father",70,11,39.9,NA
"2220","2","51","below average","south atlantic","in open country but not on a farm","iap","26.8","none","other",51,2,NA,26.8
"2221","5","61","average","foreign","in a small city or town (under 50,000)","32","80.90000000000001","four","both own mother and father",61,5,32,80.9
"2222","1","40","average","south atlantic","in a small city or town (under 50,000)","65.3","38.8","none","both own mother and father",40,1,65.3,38.8
"2223","1","19","average","south atlantic","in open country but not on a farm","75.2","54.3","none","both own mother and father",19,1,75.2,54.3
"2224","4","38","below average","south atlantic","in a small city or town (under 50,000)","35.3","iap","one","other arrangement with relatives (e.g., aunt and uncle, grandparents)",38,4,35.3,NA
"2225","4","71","average","new england","in a suburb near a large city","46","26.8","three","both own mother and father",71,4,46,26.8
"2226","1","38","below average","south atlantic","in a medium-size city (50,000-250,000)","59.1","iap","none","both own mother and father",38,1,59.1,NA
"2227","6","55","far above average","south atlantic","in a small city or town (under 50,000)","iap","14","none","mother only",55,6,NA,14
"2228","2","44","below average","south atlantic","farm","39.9","24.2","none","both own mother and father",44,2,39.9,24.2
"2229","5","41","below average","south atlantic","in open country but not on a farm","31.2","31.3","none","father and stepmother",41,5,31.2,31.3
"2230","1","23","far below average","south atlantic","in a small city or town (under 50,000)","iap","62.9","none","mother only",23,1,NA,62.9
"2231","2","25","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","iap","none","both own mother and father",25,2,NA,NA
"2232","2","47","average","south atlantic","in a small city or town (under 50,000)","20.9","13.2","none","both own mother and father",47,2,20.9,13.2
"2233","3","64","don't know","south atlantic","in a small city or town (under 50,000)","50.4","iap","none","both own mother and father",64,3,50.4,NA
"2234","1","44","below average","south atlantic","in a medium-size city (50,000-250,000)","41","21.6","none","both own mother and father",44,1,41,21.6
"2235","3","no answer","iap","south atlantic","in open country but not on a farm","65.09999999999999","13.2","none","both own mother and father",NA,3,65.1,13.2
"2236","5","68","below average","south atlantic","in a small city or town (under 50,000)","iap","26.8","none","mother only",68,5,NA,26.8
"2237","5","78","don't know","south atlantic","farm","iap","iap","none","mother only",78,5,NA,NA
"2238","1","27","average","south atlantic","in a medium-size city (50,000-250,000)","24.6","iap","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",27,1,24.6,NA
"2239","skipped on web","no answer","average","foreign","in open country but not on a farm","iap","iap","no answer","both own mother and father",NA,NA,NA,NA
"2240","1","62","average","new england","in a suburb near a large city","25.2","84.2","iap","both own mother and father",62,1,25.2,84.2
"2241","2","20","average","south atlantic","in a small city or town (under 50,000)","23.3","iap","none","both own mother and father",20,2,23.3,NA
"2242","6","72","average","south atlantic","in a medium-size city (50,000-250,000)","53.6","26.8","none","both own mother and father",72,6,53.6,26.8
"2243","1","48","above average","south atlantic","in a suburb near a large city","65.3","37.2","none","both own mother and father",48,1,65.3,37.2
"2244","5","63","average","south atlantic","in a small city or town (under 50,000)","26.8","26.8","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",63,5,26.8,26.8
"2245","11","65","average","south atlantic","in a small city or town (under 50,000)","iap","12.6","none","mother only",65,11,NA,12.6
"2246","9","68","below average","south atlantic","in a small city or town (under 50,000)","24.1","26.8","none","both own mother and father",68,9,24.1,26.8
"2247","4","64","below average","south atlantic","in a small city or town (under 50,000)","36.4","13.3","none","both own mother and father",64,4,36.4,13.3
"2248","2","21","below average","south atlantic","in a large city (over 250,000)","25.2","26.8","four","both own mother and father",21,2,25.2,26.8
"2249","2","42","average","south atlantic","in a small city or town (under 50,000)","50.4","24.2","none","mother and stepfather",42,2,50.4,24.2
"2250","9","51","average","south atlantic","in a small city or town (under 50,000)","iap","12.6","iap","mother only",51,9,NA,12.6
"2251","1","30","average","south atlantic","in open country but not on a farm","38.4","46.6","none","both own mother and father",30,1,38.4,46.6
"2252","7","55","average","south atlantic","in open country but not on a farm","52.4","35.8","none","mother and stepfather",55,7,52.4,35.8
"2253","1","22","average","south atlantic","in a small city or town (under 50,000)","iap","12.6","iap","mother only",22,1,NA,12.6
"2254","9","61","far below average","south atlantic","in a small city or town (under 50,000)","39.9","13.6","none","both own mother and father",61,9,39.9,13.6
"2255","4","35","far above average","south atlantic","in a large city (over 250,000)","36.2","12.6","none","both own mother and father",35,4,36.2,12.6
"2256","1","49","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","25","none","mother only",49,1,NA,25
"2257","9","65","average","east south atlantic","in a small city or town (under 50,000)","33.9","19.6","one","father and stepmother",65,9,33.9,19.6
"2258","2","27","average","south atlantic","in a medium-size city (50,000-250,000)","iap","iap","none","mother only",27,2,NA,NA
"2259","14","61","far below average","south atlantic","in a small city or town (under 50,000)","39.9","14","none","both own mother and father",61,14,39.9,14
"2260","2","65","above average","pacific","in a small city or town (under 50,000)","44.6","iap","two","both own mother and father",65,2,44.6,NA
"2261","1","67","average","middle atlantic","in a medium-size city (50,000-250,000)","33.9","12.6","none","both own mother and father",67,1,33.9,12.6
"2262","0","42","above average","south atlantic","in a medium-size city (50,000-250,000)","67.7","80.90000000000001","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",42,0,67.7,80.9
"2263","1","65","average","new england","in a small city or town (under 50,000)","31.6","21.6","none","both own mother and father",65,1,31.6,21.6
"2264","4","65","average","middle atlantic","in a small city or town (under 50,000)","18.6","35.8","none","both own mother and father",65,4,18.6,35.8
"2265","2","75","below average","west north central","in a suburb near a large city","20.3","26.6","iap","both own mother and father",75,2,20.3,26.6
"2266","1","65","below average","middle atlantic","in a suburb near a large city","iap","36.8","four","mother only",65,1,NA,36.8
"2267","skipped on web","24","below average","south atlantic","in a small city or town (under 50,000)","iap","43","none","mother only",24,NA,NA,43
"2268","9","75","below average","pacific","in a large city (over 250,000)","58.1","iap","two","both own mother and father",75,9,58.1,NA
"2269","9","75","below average","pacific","in a large city (over 250,000)","48.4","iap","four","both own mother and father",75,9,48.4,NA
"2270","5","63","average","south atlantic","in a medium-size city (50,000-250,000)","39.8","13.6","none","both own mother and father",63,5,39.8,13.6
"2271","10","44","average","south atlantic","in a medium-size city (50,000-250,000)","iap","iap","none","both own mother and father",44,10,NA,NA
"2272","21","68","below average","south atlantic","in a small city or town (under 50,000)","59.1","iap","none","both own mother and father",68,21,59.1,NA
"2273","4","83","far below average","south atlantic","in a small city or town (under 50,000)","iap","39.6","none","mother only",83,4,NA,39.6
"2274","2","no answer","far below average","foreign","in a medium-size city (50,000-250,000)","iap","iap","don't know","father and stepmother",NA,2,NA,NA
"2275","2","29","average","south atlantic","in a medium-size city (50,000-250,000)","iap","21.8","none","mother only",29,2,NA,21.8
"2276","5","78","average","east north central","in a large city (over 250,000)","65.3","iap","none","both own mother and father",78,5,65.3,NA
"2277","5","72","below average","east north central","in open country but not on a farm","31.2","iap","don't know","father only",72,5,31.2,NA
"2278","3","68","average","middle atlantic","in a small city or town (under 50,000)","39.7","38.8","none","both own mother and father",68,3,39.7,38.8
"2279","4","62","average","middle atlantic","in a small city or town (under 50,000)","38.8","iap","none","both own mother and father",62,4,38.8,NA
"2280","3","69","below average","middle atlantic","in a suburb near a large city","75.5","33.4","none","mother and stepfather",69,3,75.5,33.4
"2281","3","24","above average","mountain","in a small city or town (under 50,000)","36.4","33.2","one","mother and stepfather",24,3,36.4,33.2
"2282","2","44","average","west north central","in a small city or town (under 50,000)","48.1","iap","none","father and stepmother",44,2,48.1,NA
"2283","1","34","average","east south atlantic","in open country but not on a farm","38.8","21.8","none","both own mother and father",34,1,38.8,21.8
"2284","8","66","below average","foreign","in a small city or town (under 50,000)","41","iap","four","both own mother and father",66,8,41,NA
"2285","4","59","average","south atlantic","in a small city or town (under 50,000)","iap","12.6","none","mother only",59,4,NA,12.6
"2286","1","20","average","south atlantic","in a small city or town (under 50,000)","iap","84.2","none","mother only",20,1,NA,84.2
"2287","2","38","below average","south atlantic","in a medium-size city (50,000-250,000)","62","26.9","iap","both own mother and father",38,2,62,26.9
"2288","9","52","far below average","east south atlantic","in a small city or town (under 50,000)","iap","46.5","none","mother only",52,9,NA,46.5
"2289","8","37","above average","south atlantic","in a suburb near a large city","57.5","43","none","father and stepmother",37,8,57.5,43
"2290","2","75","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","38.1","none","mother only",75,2,NA,38.1
"2291","2","70","average","south atlantic","in a suburb near a large city","43","39.7","four","both own mother and father",70,2,43,39.7
"2292","4","59","far below average","south atlantic","farm","iap","14","none","mother only",59,4,NA,14
"2293","1","59","average","south atlantic","farm","39.9","iap","none","both own mother and father",59,1,39.9,NA
"2294","4","35","average","south atlantic","in a small city or town (under 50,000)","32","46.6","none","both own mother and father",35,4,32,46.6
"2295","3","68","don't know","foreign","in a medium-size city (50,000-250,000)","68","13.2","four","both own mother and father",68,3,68,13.2
"2296","3","35","average","south atlantic","in open country but not on a farm","iap","25.7","none","mother only",35,3,NA,25.7
"2297","11","68","far below average","south atlantic","in a small city or town (under 50,000)","25.2","26.8","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",68,11,25.2,26.8
"2298","3","80","below average","new england","in a small city or town (under 50,000)","32","iap","iap","both own mother and father",80,3,32,NA
"2299","1","74","average","middle atlantic","in a small city or town (under 50,000)","37","21.6","iap","both own mother and father",74,1,37,21.6
"2300","4","74","below average","south atlantic","farm","39.9","iap","none","both own mother and father",74,4,39.9,NA
"2301","5","53","far below average","south atlantic","in open country but not on a farm","iap","12.6","none","both own mother and father",53,5,NA,12.6
"2302","1","33","average","south atlantic","in a large city (over 250,000)","49.2","71.8","none","mother and stepfather",33,1,49.2,71.8
"2303","1","38","average","south atlantic","in open country but not on a farm","iap","iap","none","both own mother and father",38,1,NA,NA
"2304","3","70","below average","south atlantic","in a medium-size city (50,000-250,000)","41","35.8","none","both own mother and father",70,3,41,35.8
"2305","5","25","average","south atlantic","in a large city (over 250,000)","59.1","12.6","four","mother and stepfather",25,5,59.1,12.6
"2306","4","48","average","east south atlantic","in a suburb near a large city","iap","80.90000000000001","iap","mother only",48,4,NA,80.9
"2307","2","21","below average","east north central","in a medium-size city (50,000-250,000)","iap","41.8","none","mother only",21,2,NA,41.8
"2308","5","44","above average","south atlantic","in a suburb near a large city","26.8","46.6","none","both own mother and father",44,5,26.8,46.6
"2309","2","44","far below average","south atlantic","in a small city or town (under 50,000)","iap","iap","none","mother only",44,2,NA,NA
"2310","2","43","below average","middle atlantic","in a small city or town (under 50,000)","24.1","24.2","none","mother and stepfather",43,2,24.1,24.2
"2311","3","26","below average","south atlantic","in open country but not on a farm","31.6","12.6","two","mother and stepfather",26,3,31.6,12.6
"2312","2","59","average","middle atlantic","in a large city (over 250,000)","iap","25.7","iap","mother only",59,2,NA,25.7
"2313","10","70","far below average","south atlantic","in a small city or town (under 50,000)","iap","iap","none","mother only",70,10,NA,NA
"2314","0","32","below average","east north central","in a medium-size city (50,000-250,000)","29.6","62","none","both own mother and father",32,0,29.6,62
"2315","0","63","above average","new england","in a suburb near a large city","46","61.4","four","both own mother and father",63,0,46,61.4
"2316","13","33","below average","south atlantic","in open country but not on a farm","83.8","81","none","both own mother and father",33,13,83.8,81
"2317","1","68","below average","south atlantic","in a small city or town (under 50,000)","65.3","13.6","none","both own mother and father",68,1,65.3,13.6
"2318","2","77","far below average","south atlantic","in a medium-size city (50,000-250,000)","iap","iap","none","mother only",77,2,NA,NA
"2319","14","71","below average","pacific","in a suburb near a large city","26.8","25","none","mother and stepfather",71,14,26.8,25
"2320","4","77","below average","south atlantic","in a small city or town (under 50,000)","iap","iap","none","father and stepmother",77,4,NA,NA
"2321","2","25","average","west south central","in a medium-size city (50,000-250,000)","79.3","38.8","none","both own mother and father",25,2,79.3,38.8
"2322","2","26","average","south atlantic","in a medium-size city (50,000-250,000)","31.1","24.6","none","both own mother and father",26,2,31.1,24.6
"2323","4","35","below average","south atlantic","in a medium-size city (50,000-250,000)","26.8","iap","none","mother and stepfather",35,4,26.8,NA
"2324","1","28","above average","south atlantic","in a large city (over 250,000)","91.09999999999999","43","none","mother and stepfather",28,1,91.1,43
"2325","4","52","average","south atlantic","in a medium-size city (50,000-250,000)","25.2","24.2","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",52,4,25.2,24.2
"2326","2","38","below average","south atlantic","in a medium-size city (50,000-250,000)","28.7","iap","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",38,2,28.7,NA
"2327","4","56","below average","south atlantic","in a small city or town (under 50,000)","86.8","46.6","none","mother and stepfather",56,4,86.8,46.6
"2328","19","no answer","far below average","south atlantic","in a medium-size city (50,000-250,000)","iap","iap","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",NA,19,NA,NA
"2329","2","28","average","east south atlantic","in a small city or town (under 50,000)","25","43","none","mother and stepfather",28,2,25,43
"2330","0","36","far below average","new england","in a small city or town (under 50,000)","iap","25","iap","mother only",36,0,NA,25
"2331","10","55","average","south atlantic","farm","14","12.6","none","both own mother and father",55,10,14,12.6
"2332","6","40","average","foreign","in a medium-size city (50,000-250,000)","68.59999999999999","39.9","four","father and stepmother",40,6,68.6,39.9
"2333","2","67","below average","new england","in a medium-size city (50,000-250,000)","38.3","iap","none","father only",67,2,38.3,NA
"2334","7","35","far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",35,7,14,NA
"2335","2","65","average","south atlantic","in a small city or town (under 50,000)","59.8","38.3","none","both own mother and father",65,2,59.8,38.3
"2336","3","27","above average","middle atlantic","in a small city or town (under 50,000)","92.8","92.8","four","both own mother and father",27,3,92.8,92.8
"2337","1","43","average","south atlantic","in a medium-size city (50,000-250,000)","35.3","80.90000000000001","none","both own mother and father",43,1,35.3,80.9
"2338","2","25","average","south atlantic","in a medium-size city (50,000-250,000)","iap","50.4","none","mother only",25,2,NA,50.4
"2339","3","38","above average","south atlantic","in open country but not on a farm","57.5","46.6","none","mother and stepfather",38,3,57.5,46.6
"2340","2","71","average","middle atlantic","in a medium-size city (50,000-250,000)","31.6","46.5","none","both own mother and father",71,2,31.6,46.5
"2341","2","68","above average","south atlantic","in a small city or town (under 50,000)","32","24.2","none","both own mother and father",68,2,32,24.2
"2342","5","37","average","south atlantic","in a small city or town (under 50,000)","23.3","iap","none","both own mother and father",37,5,23.3,NA
"2343","1","31","average","south atlantic","in a small city or town (under 50,000)","36.4","84.2","none","both own mother and father",31,1,36.4,84.2
"2344","7","65","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","iap","none","mother and stepfather",65,7,NA,NA
"2345","skipped on web","55","average","south atlantic","in a small city or town (under 50,000)","28.7","80.90000000000001","none","both own mother and father",55,NA,28.7,80.9
"2346","1","38","average","middle atlantic","in a small city or town (under 50,000)","82.5","38.3","none","both own mother and father",38,1,82.5,38.3
"2347","5","48","below average","south atlantic","in a small city or town (under 50,000)","iap","46.6","none","mother only",48,5,NA,46.6
"2348","4","27","below average","south atlantic","in a small city or town (under 50,000)","87.90000000000001","36.9","none","both own mother and father",27,4,87.9,36.9
"2349","2","48","average","west north central","in open country but not on a farm","36.4","24.6","none","both own mother and father",48,2,36.4,24.6
"2350","4","69","above average","west north central","in a suburb near a large city","50.4","iap","iap","both own mother and father",69,4,50.4,NA
"2351","2","28","far below average","south atlantic","in a large city (over 250,000)","iap","42.9","two","some other female relative (no male head)",28,2,NA,42.9
"2352","2","66","above average","south atlantic","don't know","67.7","67.7","none","both own mother and father",66,2,67.7,67.7
"2353","2","82","below average","south atlantic","in a small city or town (under 50,000)","27","13.6","none","both own mother and father",82,2,27,13.6
"2354","2","82","average","south atlantic","in a large city (over 250,000)","53.6","35.1","none","both own mother and father",82,2,53.6,35.1
"2355","0","38","average","south atlantic","in a medium-size city (50,000-250,000)","31.2","iap","four","both own mother and father",38,0,31.2,NA
"2356","3","65","average","south atlantic","in a medium-size city (50,000-250,000)","53.6","62.9","none","both own mother and father",65,3,53.6,62.9
"2357","1","39","average","south atlantic","in a large city (over 250,000)","82.5","80.90000000000001","none","both own mother and father",39,1,82.5,80.9
"2358","1","34","below average","south atlantic","in a medium-size city (50,000-250,000)","20.7","39.7","none","mother and stepfather",34,1,20.7,39.7
"2359","2","42","average","middle atlantic","in a suburb near a large city","iap","88.7","none","mother only",42,2,NA,88.7
"2360","4","54","average","middle atlantic","in a suburb near a large city","iap","43","four","some other female relative (no male head)",54,4,NA,43
"2361","2","39","average","foreign","in a suburb near a large city","iap","25.7","four","mother only",39,2,NA,25.7
"2362","4","30","average","foreign","in open country but not on a farm","iap","iap","four","mother and stepfather",30,4,NA,NA
"2363","8","no answer","average","south atlantic","in a large city (over 250,000)","64.2","iap","none","both own mother and father",NA,8,64.2,NA
"2364","2","53","average","south atlantic","in a large city (over 250,000)","62.6","33.4","none","both own mother and father",53,2,62.6,33.4
"2365","7","35","below average","south atlantic","in a small city or town (under 50,000)","iap","20.7","none","some other female relative (no male head)",35,7,NA,20.7
"2366","4","75","average","middle atlantic","in a small city or town (under 50,000)","42.2","iap","don't know","both own mother and father",75,4,42.2,NA
"2367","1","47","average","south atlantic","in a large city (over 250,000)","32","39.7","none","both own mother and father",47,1,32,39.7
"2368","1","50","average","south atlantic","in a large city (over 250,000)","38.3","38.8","three","both own mother and father",50,1,38.3,38.8
"2369","2","56","don't know","south atlantic","in a large city (over 250,000)","24","26.8","none","both own mother and father",56,2,24,26.8
"2370","9","64","far below average","south atlantic","in a suburb near a large city","25.2","iap","none","both own mother and father",64,9,25.2,NA
"2371","2","74","average","west north central","farm","86.5","iap","none","both own mother and father",74,2,86.5,NA
"2372","3","66","average","south atlantic","in a large city (over 250,000)","39.7","15.8","none","both own mother and father",66,3,39.7,15.8
"2373","1","66","below average","south atlantic","in a large city (over 250,000)","iap","iap","none","mother only",66,1,NA,NA
"2374","4","42","average","south atlantic","in a large city (over 250,000)","iap","iap","one","mother only",42,4,NA,NA
"2375","3","47","average","foreign","in a small city or town (under 50,000)","46.5","iap","four","both own mother and father",47,3,46.5,NA
"2376","1","63","average","east north central","in a small city or town (under 50,000)","39.7","39.7","two","both own mother and father",63,1,39.7,39.7
"2377","1","28","average","pacific","in a large city (over 250,000)","31.2","12.6","don't know","both own mother and father",28,1,31.2,12.6
"2378","1","53","average","mountain","in a medium-size city (50,000-250,000)","25.2","12.6","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",53,1,25.2,12.6
"2379","7","69","above average","east north central","in a medium-size city (50,000-250,000)","20.8","iap","none","both own mother and father",69,7,20.8,NA
